id,GL,BR,Statutory_GL,Statutory_Type,Transaction_Types,headers
726,4719,NULL,628-05,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
727,4720,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
728,4720,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
729,4721,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
730,4721,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
731,4722,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
732,4722,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
733,4723,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
734,4723,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
735,4724,NULL,628-15,Expense,"[RCR, RIN, XRCR, XRIN]",[]
736,4724,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
737,4725,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
738,4725,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
739,4726,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
740,4726,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
741,4727,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
742,4727,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
743,4728,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
744,4728,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
745,4729,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
746,4729,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
747,4731,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
748,4731,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
749,4732,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
750,4732,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
751,4733,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
752,4733,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
753,4734,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
754,4734,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
755,4735,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
756,4735,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
757,4736,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
758,4736,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
759,4737,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
760,4737,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
761,4738,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
762,4738,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
763,4739,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
764,4739,NULL,704-15,Revenue,"[ICR, INV, XICR, XINV]",[]
765,4741,NULL,628-15,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
766,4742,NULL,628-15,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
767,4743,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
768,4744,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
769,4745,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
770,4746,NULL,628-15,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
771,4747,NULL,628-15,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
772,4748,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
773,4749,NULL,628-15,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
774,4751,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
775,4751,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
776,4752,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
777,4752,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
778,4753,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
779,4753,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
780,4754,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
781,4754,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
782,4755,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
783,4755,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
784,4756,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
785,4757,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
786,4757,NULL,704-50,Revenue,"[ICR, INV, JOE, RRD, XICR, XINV, YEND]",[]
787,4758,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
788,4758,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
789,4759,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
790,4759,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
791,4761,NULL,628-50,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
792,4762,NULL,628-50,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
793,4763,NULL,628-50,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
794,4764,NULL,628-50,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
795,4765,NULL,628-50,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
796,4766,NULL,628-50,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
797,4767,NULL,628-50,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
798,4768,NULL,628-50,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
799,4769,NULL,628-50,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
800,4781,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
801,4782,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
802,4783,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
803,4784,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
804,4785,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
805,4786,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
806,4787,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
807,4789,NULL,628-03,Expense,"[B2BT, CADJ, CLH, DEP, ES, ICR, INV, IV, JOE, JOV, OUPA, PMT, PRO, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]","[RIN/XRCR, RCR/XRIN, INV/XINV, ICR/XICR]"
808,4790,NULL,628-520,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
809,4791,NULL,628-520,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
810,4792,NULL,628-520,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
811,4793,NULL,628-520,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
812,4793,NULL,704-520,Revenue,[],[]
813,4794,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
814,4795,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
815,4796,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
816,4797,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
817,4798,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
818,4799,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
819,4802,NULL,767,Revenue,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
820,4810,NULL,921-01,Expense,[ES],[]
821,4816,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
822,4816,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
823,4818,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
824,4818,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
825,4819,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
826,4819,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
827,4820,NULL,921-01,Expense,[ES],[]
828,4826,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
829,4826,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
830,4828,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
831,4828,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
832,4829,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
833,4829,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
834,4830,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
835,4830,NULL,921-01,Expense,[ES],[]
836,4831,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
837,4831,NULL,921-01,Expense,[ES],[]
838,4832,NULL,628-03,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
839,4832,NULL,921-01,Expense,[ES],[]
840,4835,NULL,628-03,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
841,4835,NULL,921-01,Expense,[ES],[]
842,4836,NULL,628-03,Expense,"[B2BT, CADJ, CLH, IV, JOE, JOV, OUPA, PMT, RCR, RDCS, RIN, RRD, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]",[]
843,4838,NULL,628-03,Expense,"[B2BT, CADJ, CLH, IV, JOE, JOV, OUPA, PMT, RCR, RDCS, RIN, RRD, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]",[]
844,4839,NULL,628-03,Expense,"[B2BT, CADJ, CLH, IV, JOE, JOV, OUPA, PMT, RCR, RDCS, RIN, RRD, XOIP, XOIR, XPMT, XRCR, XRIN, YEND]",[]
845,4840,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
846,4840,NULL,921-01,Expense,[ES],[]
847,4845,NULL,628-03,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
848,4845,NULL,921-01,Expense,[ES],[]
849,4846,NULL,921-01,Expense,[ES],[]
850,4847,NULL,921-01,Expense,[ES],[]
851,4855,NULL,921-01,Expense,[ES],[]
852,4856,NULL,921-01,Expense,[ES],[]
853,4862,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
854,4862,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
855,4866,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
856,4866,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
857,4872,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
858,4872,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
859,4876,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
860,4876,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
861,4882,NULL,628-520,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
862,4883,NULL,628-160,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
863,4883,NULL,704-10,Revenue,"[ICR, INV, XICR, XINV]",[]
864,4884,NULL,628-160,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
865,4884,NULL,704-10,Revenue,"[ICR, INV, XICR, XINV]",[]
866,4885,NULL,628-160,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
867,4886,NULL,628-520,Expense,"[RCR, RIN, XRCR, XRIN]",[]
868,4889,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
869,4889,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
870,4901,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
871,4901,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
872,4902,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
873,4902,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
874,4903,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
875,4903,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
876,4904,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
877,4904,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
878,4905,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
879,4905,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
880,4906,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
881,4906,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
882,4907,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
883,4907,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
884,4908,NULL,704-520,Revenue,"[CADJ, CLH, ICR, INV, IV, JOE, JOV, OUPA, RDCS, RRD, XICR, XINV, XOIP, XOIR, YEND]",[]
885,4909,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
886,4909,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
887,4910,NULL,921-02,Expense,[ES],[]
888,4915,NULL,628-05,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
889,4920,NULL,921-02,Expense,[ES],[]
890,4930,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
891,4930,NULL,921-02,Expense,"[ES, JOE, RRD, YEND]",[]
892,4931,NULL,628-05,Expense,"[RCR, RIN, XRCR, XRIN]",[]
893,4931,NULL,921-02,Expense,[ES],[]
894,4935,NULL,628-05,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
895,4935,NULL,704-00,Revenue,[],[]
896,4935,NULL,921-02,Expense,[ES],[]
897,4940,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
898,4940,NULL,921-02,Expense,[ES],[]
899,4945,NULL,628-05,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
900,4945,NULL,921-02,Expense,[ES],[]
901,4946,NULL,921-02,Expense,[ES],[]
902,4947,NULL,921-02,Expense,[ES],[]
903,4948,NULL,628-51,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
904,4949,NULL,628-51,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
905,4950,NULL,628-51,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
906,4950,NULL,70480,Revenue,"[ICR, INV, XICR, XINV]",[]
907,4955,NULL,921-02,Expense,[ES],[]
908,4956,NULL,921-02,Expense,[ES],[]
909,499810,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
910,499815,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
911,499820,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
912,499825,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
913,499840,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
914,499843,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
915,499910,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
916,499915,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
917,499920,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
918,499925,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
919,499930,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
920,499935,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
921,499940,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
922,499943,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
923,499946,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
924,499950,NULL,704-70E,Revenue,"[JOE, RRD, YEND]",[]
925,509810,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
926,509830,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
927,509910,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
928,509920,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
929,509930,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
930,5100,NULL,641,Expense,"[B2BT, JOE, PMT, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
931,5101,NULL,641,Expense,"[JOE, RRD, YEND]",[]
932,5110,NULL,641,Expense,"[JOE, RRD, YEND]",[]
933,5115,NULL,641,Expense,"[JOE, RRD, YEND]",[]
934,5116,NULL,641,Expense,"[JOE, RRD, YEND]",[]
935,5120,NULL,641,Expense,"[JOE, RRD, YEND]",[]
936,5121,NULL,641,Expense,"[JOE, RRD, YEND]",[]
937,5125,NULL,641,Expense,"[JOE, RRD, YEND]",[]
938,5126,NULL,641,Expense,"[JOE, RRD, YEND]",[]
939,5130,NULL,641,Expense,"[JOE, RRD, YEND]",[]
940,5131,NULL,641,Expense,"[JOE, RRD, YEND]",[]
941,5135,NULL,641,Expense,"[JOE, RRD, YEND]",[]
942,5136,NULL,641,Expense,"[JOE, RRD, YEND]",[]
943,5140,NULL,641,Expense,"[JOE, RRD, YEND]",[]
944,5141,NULL,641,Expense,"[JOE, RRD, YEND]",[]
945,5145,NULL,641,Expense,"[JOE, RRD, YEND]",[]
946,5146,NULL,641,Expense,"[JOE, RRD, YEND]",[]
947,5148,NULL,641,Expense,"[JOE, RRD, YEND]",[]
948,5150,NULL,641,Expense,"[JOE, RRD, YEND]",[]
949,5151,NULL,641,Expense,"[JOE, RRD, YEND]",[]
950,5160,NULL,641,Expense,"[JOE, RRD, YEND]",[]
951,5161,NULL,641,Expense,"[JOE, RRD, YEND]",[]
952,5170,NULL,641,Expense,"[JOE, RRD, YEND]",[]
953,5171,NULL,641,Expense,"[JOE, RRD, YEND]",[]
954,5180,NULL,641,Expense,"[JOE, RRD, YEND]",[]
955,5190,NULL,641,Expense,"[JOE, RRD, YEND]",[]
956,5191,NULL,641,Expense,"[JOE, RRD, YEND]",[]
957,5200,NULL,642,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
958,5300,NULL,628-100,Expense,"[JOE, RRD, YEND]",[]
959,5302,NULL,641,Expense,"[JOE, RRD, YEND]",[]
960,5303,NULL,641,Expense,"[JOE, RRD, YEND]",[]
961,5304,NULL,641,Expense,"[JOE, RRD, YEND]",[]
962,5305,NULL,641,Expense,"[JOE, RRD, YEND]",[]
963,531210,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
964,5322,NULL,628-20,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
965,535260,NULL,381,Asset,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
966,5397,NULL,628-100,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
967,5398,NULL,628-100,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
968,5400,NULL,6451,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
969,5402,NULL,628-20,Expense,"[RIN, XRCR]",[]
970,5403,NULL,628-20,Expense,"[JOE, RIN, RRD, XRCR, YEND]",[]
971,599710,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
972,599715,NULL,628-01,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
973,599720,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RDCS, RRD, XOIP, XOIR, YEND]",[]
974,599725,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
975,599730,NULL,628-00,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
976,599735,NULL,628-15,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
977,599740,NULL,628-02,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RDCS, RRD, XOIP, XOIR, YEND]",[]
978,599743,NULL,628-00,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
979,599750,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
980,599810,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
981,599815,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
982,599820,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
983,599840,NULL,921-03,Expense,"[JOE, RRD, YEND]",[]
984,599910,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
985,599915,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
986,599920,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
987,599925,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
988,599930,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
989,599935,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
990,599940,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
991,599943,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
992,599946,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
993,599950,NULL,712,Revenue,"[JOE, RRD, YEND]",[]
